73 11032 46122
0 0     1.224100e+02 6.554999e+01
1.5291490590981391e+00
1.3311242922949040e+00
-5.0972832281681493e+00
8.0880263664827423e-01
-2.3876232370291803e-01
-3.7517889164798168e+00
-6.0691187611233188e-01
1.1079529427972987e+00
-3.4845760575623737e+00
-6.0923791073130762e-01
1.0800912239575984e+00
-3.4858767837752218e+00
-5.6998303008189499e-01
9.1737245858215999e-01
-3.4861551330094538e+00
-1.6449023475464589e-01
-2.0640330963613984e-01
-3.1078139438866952e+00
-8.0574238067036497e-01
-7.3275806152256373e-02
-3.9791961750276825e+00
-5.1088538554519347e-01
1.3726023611315963e+00
-3.6326898503527811e+00
7.3123080191019041e-01
-2.0890583934808879e-01
-3.4706170560813701e+00
-1.0018466467850238e+00
3.3536467152791033e-01
-2.3647926046304115e+00
-1.0048905186210579e+00
3.3234620164603257e-01
-2.3557597913193589e+00
-1.0070107214081070e+00
3.0259032844500294e-01
-2.3153545606986463e+00
-1.0000620186898954e+00
2.7705061513773654e-01
-2.3787722072012771e+00
-1.0088921524174910e+00
2.3592929459928552e-01
-2.2933561789717691e+00
-1.0088921524174910e+00
2.3592929459928552e-01
-2.2933561789717691e+00
-4.6159029260331872e+00
2.1912619169902716e+00
-1.8228386511265892e+01
-9.8905959487200612e-01
2.2229869576315645e-01
-2.4811664523990244e+00
1.7525996278701508e+00
1.0951136387654421e+00
-1.0495828842500449e+01
-9.7728593689684229e-01
1.2764428486210921e-01
-2.5575315282601947e+00
-9.5489220521790030e-01
7.7620623217108595e-02
-2.7254060544729448e+00
-1.0579441872498776e+00
-4.8081758635763715e-02
-2.8593971915937670e+00
-9.9388402380617880e-01
-1.7213564701322900e-01
-2.4259097085239256e+00
-1.0239122188108363e+00
-1.7380347458337303e-01
-2.2549597821016167e+00
-9.9567970144998830e-01
3.2578109888179274e-01
-2.3755951858386961e+00
-1.0023097640521959e+00
2.9045195476872804e-01
-2.3510154013428282e+00
-9.9774639612540605e-01
2.9073850039178545e-01
-2.3955679705613417e+00
-1.0070264537709033e+00
2.4451971218161453e-01
-2.2976257930854831e+00
-1.0143290009823287e+00
2.2808655957473037e-01
-2.2274574909910747e+00
-9.9962209211158604e-01
2.4465567722842424e-01
-2.3686769107533943e+00
-1.0066881306071618e+00
2.3327055904848795e-01
-2.3023235845655998e+00
-9.9898089258334477e-01
2.3954171734899496e-01
-2.3797981696895261e+00
-1.0036961335976253e+00
2.3290702623306922e-01
-2.3267963308169728e+00
-1.0035161312439613e+00
2.3296971297901362e-01
-2.3268663620740657e+00
-1.0032878663942704e+00
2.2845894699524816e-01
-2.3383114937636118e+00
-9.8371333479469347e-01
2.4673328197508096e-01
-2.5072500058135159e+00
-9.8780519722085969e-01
2.4702456411912241e-01
-2.5395993769973022e+00
-9.8984726338162521e-01
2.3239536647261932e-01
-2.4789605596899791e+00
3.2453684829400373e+00
5.5335524219850052e-01
-8.0327952054177647e+00
-4.1264268868604748e-01
-2.9479069612032044e-01
-2.5975909880477759e+00
-1.0034747946090448e+00
2.9911051321528309e-01
-2.3399648212909483e+00
-1.0057224128690385e+00
2.9818824825690443e-01
-2.3413160449769213e+00
-9.9417054173558672e-01
2.8077151689234675e-01
-2.4044340001280182e+00
-1.0027384361017266e+00
2.7449176836697314e-01
-2.3677585671080568e+00
-1.0040848340664137e+00
2.0019059970280881e-01
-2.3124500332761606e+00
-1.0005412138724956e+00
1.9776072870738504e-01
-2.3544519050558357e+00
-1.0099265170449037e+00
-3.4047492218812647e-02
-2.3684359080663513e+00
-1.0472033275088142e+00
-1.5824078914883441e-01
-2.8581978638824275e+00
-1.0039805855292492e+00
-4.7803692060864204e-02
-2.3500214587035462e+00
-1.0053980456108365e+00
-1.3880654017734975e-01
-2.3197319935472982e+00
-1.0000387583484445e+00
2.9049968062287390e-01
-2.3722056986026439e+00
-9.9705331853943824e-01
2.7454490533073433e-01
-2.3907028972473063e+00
-1.0058430516807686e+00
-1.6176929287242320e-01
-2.3422841170247346e+00
-9.9487225166085047e-01
3.2960314274176516e-01
-2.4089509046835995e+00
2.7246322711044506e+00
7.8695537289635586e-01
-1.8651449017609867e+01
-1.0107215176861506e+00
-1.6385961549837909e-02
-2.3553740320957695e+00
-1.0058396261950846e+00
-6.9473282194062139e-02
-2.3747469215532231e+00
-1.0196557898347052e+00
-1.3051576205259025e-01
-2.3531038799119122e+00
-1.0551107472143932e+00
2.7247264408368194e-01
-1.8153609245781646e+00
-1.0538578132504182e+00
2.5526619666851041e-01
-1.8244140350623432e+00
-1.0538754801530492e+00
2.5532207041533189e-01
-1.8244525487669934e+00
-1.0527785716945073e+00
2.5161844088284208e-01
-1.8304802315286615e+00
-1.0536509184016607e+00
2.4413371029033831e-01
-1.8346605167791956e+00
-1.0558890083139676e+00
3.4333978747492827e-01
-1.8067755522571658e+00
-1.0567692773012627e+00
2.6212372192424266e-01
-1.7948784783799248e+00
-1.0547868939904612e+00
2.5491736680878857e-01
-1.8146399991603712e+00
1.8463032284845844e+00
3.2967520188112442e-03
-5.0227740408365049e+00
1.4934865648004816e+00
-3.3521736119838963e-01
-6.9819596958767889e+00
-1.1320608562646008e+00
-2.5131397816485313e-02
-1.9971542010644141e+00
-1.1253875045070705e+00
6.8157307820799935e-03
-1.9920967210781093e+00
8.7308573726550265e-01
-2.9057514345936247e-01
-4.9128559231940105e+00
-9.9250877648156788e-01
2.4211625039717916e-01
-2.4480510526471204e+00
-9.8462925369557797e-01
2.4615566462611296e-01
-2.5363268615979289e+00
-9.9212797652120510e-01
2.1831539019056570e-01
-2.4468899193832128e+00
-9.9258818898239054e-01
2.1899191046353914e-01
-2.4478969226957408e+00
-1.2900519687031659e-01
1.0030704236448135e-01
-9.3775798993033384e+00
-6.5098949121783178e-01
2.8639328110106003e-02
-2.3779036125742561e+00
-9.5169315206692984e-01
-1.2217052941640569e-01
-2.5231691352873145e+00
-6.8422815158889294e-01
2.6988990927897760e-01
-2.1673929563154517e+00
-9.8777796461565881e-01
2.2408173946405910e-01
-2.5010801189404588e+00
-2.3544923356749634e-01
1.0717199282563252e+00
-9.0199770684085241e+00
-9.8189587013448376e-01
2.2210118621942235e-01
-2.5382123151319052e+00
-6.5311739854657980e-01
7.0322146306428190e-02
-2.3820686244746914e+00
1.8130093396220892e+00
-8.4038201752295205e-02
-5.4622151548298543e+00
-9.2536722411005234e-01
-1.9903039694853797e-01
-3.2019025105450112e+00
-9.9888075536319432e-01
2.8260057216193968e-01
-2.4021207646515825e+00
-9.9107048447180546e-01
1.9746954216666668e-01
-2.4504490191746173e+00
-9.7990591882370137e-01
-1.6672091373496808e-01
-2.3870365446365782e+00
-1.0071250829574312e+00
-6.0452631717329869e-02
-2.4070742958607192e+00
-1.0064569622381465e+00
-9.9337313072476799e-02
-2.4042806153277114e+00
-6.4960070494815036e-01
4.5858079608741914e-02
-2.3810490266371236e+00
-9.5512243492361149e-01
9.1878137756208025e-02
-2.6121075834136684e+00
3.1691535504171653e+00
-8.7635638105458713e-01
-8.1788260724582482e+00
-9.8971861412618356e-01
-1.6762586644258240e-01
-2.3732048553906671e+00
-1.1139597332842621e+00
-1.6883822819261141e-01
-2.2826846266280345e+00
-9.8989105242073305e-01
1.8979747709384162e-01
-2.4217644234837552e+00
-8.4658045184935882e-01
6.9427851064336032e-03
-3.2911572468471668e+00
-1.1205018982883039e+00
-8.2140044767257017e-02
-2.0962238251120726e+00
-3.2931695819150657e+00
-3.3883882244209058e+00
-6.8898027315345649e+00
-1.0595686495143262e+00
-1.0935306062580423e-01
-2.8708798301396961e+00
-1.1171378175494013e+00
-9.5541197146768786e-02
-2.1045357874839219e+00
-1.1192600208552761e+00
-9.5725252092135407e-02
-2.1044295072902197e+00
-9.8807010083608771e-01
2.5545533330740883e-01
-2.4775246853890645e+00
-1.1153551922864393e+00
-6.7215068817906024e-02
-2.1057087472704548e+00
-8.7609330280155051e-01
3.8963045486245529e-01
-1.9182206726939599e+00
-9.9908489994402072e-01
9.5517745243235794e-02
-2.4515814418130883e+00
1.5382015747699722e+00
1.2232389132257586e+00
-5.0877005926829275e+00
-9.0107011498015155e-01
1.9687895973243624e-01
-3.3281154207738828e+00
-9.6313040910020398e-01
9.3183128530664322e-02
-2.5987542275424245e+00
2.1372139439713869e+00
2.7352807222400627e-01
-7.3525242794191055e+00
-7.8843395731630517e-01
-3.6063286086128209e-02
-4.5481731306069664e+00
-3.0606528653299431e-01
-2.3052587130868940e-01
-9.1642229974168039e+00
-4.7727630026700635e-01
-2.0879148842744419e-01
-2.6748110167580261e+00
-5.7039858332034821e-01
-2.9340933815986459e-01
-2.6132118382418885e+00
-5.4403626990964626e-01
-2.8470476700789898e-01
-2.4731383776773583e+00
-5.4034536872605066e-01
-2.8532512403689869e-01
-2.5052301464133091e+00
1.0430599992068854e+00
-4.2103744039555646e-01
-6.5540726324467729e+00
-1.0547262549600689e+00
-1.3440219244723678e-01
-2.9152862285127767e+00
2.0040282620173251e+00
-4.0002438420740688e-01
-9.3509889541152020e+00
-1.0499442130213552e+00
-8.7922972164063057e-02
-2.9782925848726771e+00
-1.0462716795150766e+00
-2.7048728260151517e-01
-2.9471944287560481e+00
-1.0191494484137735e+00
-1.7968915762157289e-01
-3.1179719857894872e+00
-1.0659094272075560e+00
3.4965856903683190e-01
-1.7256498867116592e+00
-1.0578215221498191e+00
3.4525356061603746e-01
-1.7834527194909786e+00
-1.0582211098107295e+00
3.2524868763637493e-01
-1.7883486706286569e+00
-1.0631947134460515e+00
2.9607791784027881e-01
-1.7305045096803011e+00
-1.0614288886221828e+00
2.9478997224706172e-01
-1.7519911295081989e+00
-1.0678153303997746e+00
2.7399487445992926e-01
-1.6873725373002701e+00
-1.0677913999770714e+00
2.7397583459248753e-01
-1.6873845542666632e+00
-1.0670317957886590e+00
2.6623600409501896e-01
-1.6821112186994416e+00
-1.0647872229084945e+00
2.5621427523067836e-01
-1.7162614990041896e+00
-1.0581551814828312e+00
2.5292293594599286e-01
-1.7712676426893927e+00
-1.0581551814828312e+00
2.5292293594599286e-01
-1.7712676426893927e+00
-1.0529245147143111e+00
2.2858974869919554e-01
-1.8200438460548418e+00
-1.0692132818372178e+00
4.4057261878046544e-01
-1.8484288671583191e+00
-1.0686472144933485e+00
3.0003492416026811e-01
-1.6753370211629537e+00
-1.0686472144933485e+00
3.0003492416026811e-01
-1.6753370211629537e+00
-1.0655902416150211e+00
2.7814932632403999e-01
-1.7039240748945705e+00
-1.0624480531740017e+00
2.4168946290186075e-01
-1.7266578728724993e+00
-1.0621627173384323e+00
2.4118561686900364e-01
-1.7264796245541114e+00
-1.0038099672005112e+00
1.9502789520903829e-01
-2.1866013914671916e+00
1.2144879267973487e+00
1.4510105970152218e+00
-2.7917775638644198e+00
-1.0656759809990701e+00
2.8907125917065640e-01
-1.7088421404904648e+00
-1.0871257183587308e+00
4.3488129235468265e-01
-1.8280276036908742e+00
-1.1310562922560503e+00
-1.1980374771577746e-02
-2.0507643637204285e+00
-1.0069608905158804e+00
4.3216312192975820e-01
-3.7188037361811457e+00
-9.3437121463568540e-01
3.3890303900941388e-01
-3.7732908106845371e+00
-9.9138512756088681e-01
3.3112971657868839e-01
-3.7576295476653176e+00
1.9494474575114478e+00
7.8584427308909199e-01
-9.0318002655494922e+00
-9.3425985858831584e-01
9.5156998385782010e-02
-3.0557501247127541e+00
1.7155095232020579e+00
1.1273670984696171e-01
-4.4487832829416192e+00
-9.0460803796397937e-01
-3.5385109314604389e-02
-3.3130619198865943e+00
-1.0536745822349260e+00
-1.7763311978692056e-01
-2.9432044476544736e+00
-4.5495360630199266e-01
-2.1346607329783390e-01
-2.6279672409506767e+00
-4.2476965111312698e-01
-2.6003631321539300e-01
-2.6062012922088758e+00
-5.4719236023851248e-01
-2.8773939234510543e-01
-2.5727731744976001e+00
-5.4943214044265598e-01
-2.9669481019974131e-01
-2.5825419619246124e+00
-5.5201261710852723e-01
-2.9077300966767444e-01
-2.5587278905746476e+00
1.2526911851635687e+00
1.8065943961051303e-01
-4.8872712086590449e+00
-9.1530277085176281e-01
6.0690690618792405e-02
-3.2588189012983224e+00
-1.0514664909325169e+00
-7.4735251009386910e-02
-2.9608696642542656e+00
-1.0152672808253802e+00
-1.9926244156343781e-01
-3.1341955199720126e+00
-1.0532587126839037e+00
-1.9911633746532767e-01
-2.9422515494753556e+00
-2.8998138186935929e-01
-2.0104739851462167e-01
-2.6754718254278562e+00
-5.3907934222708709e-01
-2.9098169120958556e-01
-2.4953374967161221e+00
-9.5127135912281902e-01
7.2826836569491696e-02
-3.0576294421632344e+00
-1.0504438104169911e+00
-1.5985300091456664e-01
-2.9577473542868664e+00
-1.0513449039913403e+00
-2.3109446527045194e-01
-2.9568245213500610e+00
-1.0534135019180852e+00
-2.2905675253487720e-01
-2.9576980329330342e+00
-1.0574297404188617e+00
-2.3005120063242659e-01
-2.9093938462259152e+00
-1.0403875335736805e+00
3.6543504062526388e-01
-3.7101111210348758e+00
-1.0516992368296714e+00
-1.4045841077336085e-01
-2.9806611975898614e+00
-1.0609908818982074e+00
-1.3745964761176410e-01
-2.8915068822877164e+00
-1.0579149872833649e+00
-1.6346648193760530e-01
-2.9099328590589071e+00
-1.0349958054717099e+00
-1.5607094797945029e-01
-2.8199499050987731e+00
-1.0601540608691813e+00
-2.2775753429034301e-01
-2.8660051124066430e+00
-1.0602322402946536e+00
-2.2785183752779095e-01
-2.8664158605095946e+00
-1.0571098626166802e+00
-9.3049800360725229e-02
-2.9379692813831619e+00
-9.5391502133401429e-01
-1.4804325473047636e-01
-3.2131144038582962e+00
-1.0531158039750492e+00
-2.4372894156759631e-01
-2.9324081464654692e+00
-1.0498603101930555e+00
-2.0283066264690211e-01
-2.9805541181180906e+00
-8.9021144229180049e-01
-3.3928567755382766e-01
-3.2369995660437354e+00
-1.0277332370775474e+00
-1.6446643181709614e-01
-3.0737881182616769e+00
9.4153943016959474e-01
1.3735977041584519e+00
-3.0380945575462133e+00
-1.0688334757249680e+00
3.3128327686907749e-01
-1.6864650921644315e+00
-2.0981200291079687e+00
3.2970351693891669e+00
-1.9694222934785930e+01
-1.0590972112743904e+00
3.4497851809878100e-01
-1.7712087022498739e+00
-1.1539473489987657e+00
-1.2441280064731616e-01
-1.7399587760144806e+00
-1.0536333738600292e+00
4.2217820158349861e-01
-1.8716245336370048e+00
-1.0623519614707326e+00
3.1658712109271075e-01
-1.7415484130639070e+00
-1.0672677281241882e+00
2.9136341959907025e-01
-1.6860188409816748e+00
1.6479384675065818e+00
9.8725906920367079e-01
-6.6280106091641739e+00
8.5498203033098152e-01
-1.8692323411335879e-01
-3.4110053939603682e+00
1.1986148295258015e+00
3.4253493683148956e-01
-1.7950452107587496e+00
1.3943946989306180e+00
9.0583278634051345e-01
-5.0500294980118028e+00
-9.3793761866683256e-01
1.3744437091038617e-01
-3.1080554548205255e+00
-9.2138462104790475e-01
1.3877316058907394e-01
-3.1362361264479426e+00
1.6550055078582784e+00
-4.5087493122221628e-02
-4.2982671393446648e+00
-6.8730572450476990e-01
-2.4504031202134441e-01
-3.9140816362691182e+00
4.7292551382965294e-02
-2.5990470062366500e-01
-3.9259090535352543e+00
-5.5407820332588065e-01
-2.1512335366341670e-01
-3.2372753231058935e+00
-4.6923198483884648e-01
-2.2275759583864754e-01
-2.5800826741336449e+00
-4.1638048167180819e-01
-2.8587364641370772e-01
-2.5867110693658386e+00
-8.6777768931053700e-01
3.8858186389698074e-01
-3.6948398948675836e+00
-8.3168380564752131e-01
3.6504975401276341e-02
-4.4887133122625409e+00
-9.2654858732272261e-01
-7.3638455715585487e-03
-3.1407970681893245e+00
-8.4195408004642824e-01
-2.8053489696809464e-01
-3.1751101433884532e+00
-3.8675894791896226e-01
-2.0640888827406828e-01
-2.6102308314681979e+00
-5.5972926839485926e-01
-3.0233539045167140e-01
-2.5855388325344948e+00
-5.4939364655960654e-01
-2.8556096156022948e-01
-2.5225366981758581e+00
1.8810231762136111e+00
8.5420110988368403e-01
-8.5658250297648628e+00
-9.2996422073749885e-01
9.4649623899260571e-02
-3.0507627494765734e+00
-9.0854791940461888e-01
-2.4971139059589406e-01
-3.1512826137947023e+00
-3.1663758617029703e-01
-1.8622527711866213e-01
-2.7763827876639282e+00
-8.9644327448656813e-01
1.0781474363752670e-01
-3.5119314178460748e+00
-9.7908302616457665e-01
-1.8221299546539940e-01
-3.1717436344471421e+00
-9.5408913600289336e-01
-1.8045497848208764e-01
-3.0877349633337676e+00
-4.5475482919975735e-01
1.0225252082347485e+00
-6.6911067519506799e+00
-9.2988242605351290e-01
3.4942706340780300e-01
-3.7253187660992042e+00
-4.2350600041988606e-01
-2.2531247408092989e-01
-2.7609443470799278e+00
-5.9108277708702162e-01
-5.2355340857442407e-03
-7.5744989027238230e+00
-3.0494434717499530e-01
-1.8395917306566850e-01
-2.7064091411926539e+00
1.4227349836432552e+00
1.2509014409727208e+00
-7.0270731765960948e+00
1.8523370212533494e+00
3.1055656548836297e-01
-5.6965151308264650e+00
-9.0548240625808474e-01
1.0706923189367869e-01
-3.3312615733576738e+00
-8.8869403442583783e-01
1.0196211274702076e-01
-3.5293865875951282e+00
2.0778272612725917e+00
2.6064576015112473e-01
-7.6002912047679274e+00
-8.9928030153391370e-01
6.2639670134270672e-02
-3.2556142018902037e+00
-8.9198456700965434e-01
3.5219360194496147e-02
-3.2533471678705448e+00
-6.0766743594380446e-01
-1.8384205578807038e-02
-6.9622768042684635e+00
-6.1714689176185467e-01
-1.7512788166670682e-02
-7.0267435766738826e+00
1.4612943257957391e+00
-1.2045520117180206e-01
-5.5176526233387984e+00
-8.0463405464090854e-01
-6.1720999645155046e-02
-3.7798570549889292e+00
-5.5448984132097501e-01
-1.9409866777689228e-01
-3.1835495343526556e+00
-5.5282345268398014e-01
1.1732047286471949e+00
-6.9582230684545534e+00
1.7441513100645554e+00
1.0734428084854346e+00
-7.9682188898241098e+00
1.6240150544341707e+00
1.1511625637802430e+00
-8.6394473070103288e+00
-9.1843909997426276e-01
1.7613601928742034e-01
-3.1928211542598195e+00
-8.1453991754761668e-01
-2.7222427200826464e-02
-4.3365626355844693e+00
-8.7577027569789068e-01
-7.7162573690012948e-02
-3.2788973772417465e+00
8.2188976928889901e-01
-3.2485487920723449e-01
-3.5462596227524075e+00
1.7543083843293701e+00
2.9680972548211587e-01
-4.9630562001337033e+00
-1.7585825236213642e-03
-3.3978643262356534e-01
-3.7069651139341979e+00
-8.9848607434448613e-01
-2.8411991035370510e-01
-3.2887278939831299e+00
-3.2346289309187315e-01
1.0723999281198540e+00
-6.9154858852309120e+00
1.2919742082534038e+00
1.1604685255293807e+00
-7.1401849451749069e+00
-9.2184876522315262e-01
1.0676090154743083e-01
-3.1543881829922791e+00
1.7195162416451220e+00
1.5439658175032611e-01
-4.4792505030103031e+00
1.3250320676857192e+00
1.4953198002765131e+00
-5.0332535196097732e+00
-9.1635209680402585e-01
8.8139627351094374e-02
-3.2433692572921760e+00
-6.0983916619845480e-01
1.6054826945817209e+00
-3.4707283598508636e+00
-1.2781942283356718e+00
4.3799770920026487e-01
-1.2304396268705269e+00
-7.3501864209784895e-01
3.8834382995976741e-01
-1.9060936641203690e+00
7.5686515148672218e-01
-3.3213708024389610e-01
-3.5681145350751531e+00
-7.7433369460692836e-01
1.6057709041058976e+00
-3.5882308373680396e+00
-6.3238206376893169e-01
1.5279158470652472e+00
-3.6272513825254493e+00
-4.4753360788106117e-01
1.4567069383242490e+00
-4.9396252591049530e+00
-4.8169014549349315e-01
1.4245541867163114e+00
-4.9493175365734263e+00
1.4951820447404827e+00
3.5514914756188026e-01
-3.0782728337981720e+00
1.1558898433797740e+00
2.4671996920560066e-01
-1.8111235070128491e+00
1.1136913733757512e+00
2.3040003424320268e-01
-1.7915348584401825e+00
1.2138223791216494e+00
2.6032923001354180e-01
-3.0411871608857663e+00
1.5856356402263245e+00
2.4205955093295767e-01
-3.6264135763564638e+00
1.5856356402263245e+00
2.4205955093295767e-01
-3.6264135763564638e+00
1.5786793232128526e+00
2.3088533944355577e-01
-3.4049952895076578e+00
1.5865158270984878e+00
1.3039497944583570e-01
-3.6283731074144829e+00
1.6146395075904836e+00
1.0651832175957447e-01
-3.7626032892310510e+00
1.5736106461663013e+00
8.8902646593790838e-02
-3.6023474624990177e+00
1.0820857800627719e+00
9.8805024069053796e-02
-1.3635666173869256e+00
1.0713500698984206e+00
-2.3592621444305342e-01
-2.5427831798756180e+00
1.2651373567610988e+00
1.3366299938074260e+00
-2.9427776868877435e+00
1.3622890243118535e+00
1.2989767152279232e+00
-5.0232377874985259e+00
1.5316670446623391e+00
3.5751657702411493e-01
-3.0768838292238212e+00
1.5637522230242462e+00
3.4989495002781662e-01
-3.3087590661014818e+00
1.2470834320371991e+00
2.9106017685018720e-01
-2.9897487239471521e+00
1.5822986813920443e+00
2.4996360158787023e-01
-3.4833495044957652e+00
1.5682299275411944e+00
7.5793094759295770e-02
-3.2718938426580899e+00
-1.0237042672210874e+00
-1.5814661287089962e-01
-2.5258613246238752e+00
-1.0237042672210874e+00
-1.5814661287089962e-01
-2.5258613246238752e+00
-5.9709450947896414e-01
-2.5392686674811971e-01
-2.5240061784809198e+00
9.6049057957878958e-01
1.3909485759317692e+00
-3.0397363412486667e+00
1.1328322948810694e+00
1.1283922546320986e+00
-2.9826112518470600e+00
-3.1174629628597245e-01
-1.8350446665254311e-01
-2.6791144314009356e+00
1.0663971215731889e+00
-2.9832981363282385e-01
-2.5090594795465861e+00
1.1009435693223844e+00
-3.1034931598800886e-01
-2.4785519247036421e+00
1.4453811651850903e+00
-2.3063458018613908e-01
-2.0666994768380000e+00
9.7844386970666741e-01
1.2931934863373467e+00
-2.7077546542268882e+00
9.7092968851169925e-01
1.3141210859888461e+00
-3.1569051398897114e+00
-7.7492172694306005e-01
1.6096853529100863e-01
-9.0154454735484157e-01
-7.0000353159416617e-01
1.3284461520279429e+00
-3.5143132639432824e+00
-8.0099307524585739e-01
4.2160859243656129e-01
-1.9158313463958370e+00
1.0853025245005437e+00
1.8600524584523051e-01
-1.4038767426466525e+00
7.1258392977533913e-01
-2.4497339732272777e-01
-2.6459656278656243e+00
-4.3815896727316311e-01
-2.8120183482397659e-01
-2.6514737274274109e+00
9.0177794225010077e-01
-2.9532250775227259e-01
-2.5678740866149297e+00
-9.1907885301473202e-01
1.7621094786771625e+00
-2.3587943385210046e+00
1.0708941688374394e+00
7.3598103128515918e-02
-1.3951161326654642e+00
1.1140373466319353e+00
7.4926378075781383e-02
-1.3513487464605121e+00
1.5344483612029276e+00
-6.4000245793512531e-02
-3.1213609493055361e+00
-8.0841302583714525e-01
1.3893183421995623e+00
-3.3001969113548668e+00
-7.1276824907040615e-01
5.1727993517782989e-01
-2.1375257855899199e+00
1.5588335896369596e+00
-1.6287540596700098e-01
-4.4787354678397744e+00
-7.8595807635918302e-01
1.4954909817463997e+00
-3.2168153069499521e+00
1.2391893196346069e+00
1.3850888879594316e+00
-5.2559988595412408e+00
-8.7250526365505410e-01
1.8964062512038009e+00
-2.2016248526360895e+00
-6.1780574176518843e-01
1.9250837164143981e+00
-2.2602038970933345e+00
-1.0427593868303311e+00
4.1257874514629711e-01
-2.2055564783213484e+00
-1.1164775232814561e+00
1.1056716176441050e-01
-1.2645288925229783e+00
1.6228909623687726e+00
3.3110584332958243e-02
-3.6927610087139349e+00
-7.0677003918057868e-01
1.4975678977509261e+00
-2.3514534921460157e+00
-4.4906940541200768e-01
1.3200275897068272e+00
-3.5041253082929096e+00
1.1203100577101996e+00
4.9553037501827069e-01
-1.7921623520602268e+00
1.0536817739315258e+00
-2.0589156764321201e-01
-2.5197959833853987e+00
-1.1441787361852993e+00
1.6254170857654505e-02
-1.8041731309247402e+00
1.2328804792484760e+00
-2.6784366963698236e-02
-2.6938832683870571e+00
-7.9917053808246497e-01
1.4190458143083371e+00
-3.5134044338533532e+00
-6.3477199695859454e-01
1.3213137702840858e+00
-4.9520940159005891e+00
-6.7151939187868026e-01
1.2652759005665744e+00
-4.9743303948180779e+00
1.3754545886119927e+00
1.3483003847831099e+00
-5.1487135551274079e+00
1.4339763142158224e+00
1.0497012821338174e+00
-5.0729868375968952e+00
-3.8800795951385708e-01
1.4785818164049582e+00
-6.9379972898340139e+00
1.4252200716874841e+00
1.0738141788501012e+00
-7.1619904533419554e+00
1.7272645852610504e+00
2.4918508944073406e-01
-4.5275241001656044e+00
1.7684561168051864e+00
2.4310038386006982e-01
-4.9425530597174623e+00
1.7454082485182445e+00
1.6267101776307102e-01
-4.6841486294386332e+00
1.7554765755266117e+00
1.5361420616240057e-01
-4.8296420789307604e+00
-7.3713176248578383e-01
2.7688461255733762e-02
-4.8782801142308934e+00
1.7486070431127370e+00
5.3246049274798438e-02
-4.7817799349553747e+00
1.7511225276218498e+00
5.3200504114819851e-02
-4.7850894616253541e+00
1.7540403168374465e+00
4.2641248362631966e-02
-4.8769018752683690e+00
1.7604043424563713e+00
4.3023258018112749e-02
-4.8845254630607444e+00
-6.8123256852848668e-01
-5.2279253121013933e-02
-6.0234461305747011e+00
-5.4951025599117953e-01
-1.0280232316265292e-01
-5.8620581051663336e+00
1.4398080782297173e+00
-1.0775756418372544e-01
-5.5141348309552818e+00
1.4986295165320789e+00
-1.0856930167585904e-01
-5.5332204843782922e+00
1.6055835737794542e+00
-5.6117166908338331e-02
-4.3179624450447598e+00
-8.2840569051999924e-01
-6.9606733085610495e-02
-4.0819981245053167e+00
-7.7031321466581304e-01
-1.1454587255747573e-01
-4.8763042343987735e+00
-8.3385542603253715e-01
-1.5412808739498260e-01
-5.2634168602722751e+00
-8.3900191275628933e-01
-1.9590203684532601e-01
-5.1751260220074213e+00
-8.9239436528440985e-01
-1.3700503258644212e-01
-4.4678843550900664e+00
-8.8891342984708077e-01
-1.3696740038710306e-01
-4.4614158531751160e+00
1.4309962578071493e+00
-1.8525440652168657e-01
-5.4996798984460336e+00
-8.2386405152212949e-01
-2.5707693416635741e-01
-5.2248955720143568e+00
-1.8090631916907070e-02
-2.3542502136688914e-01
-4.2622078377168586e+00
8.0722352122735186e-01
-2.1943578250515219e-01
-4.1239269577432012e+00
-6.7203121735863369e-01
-2.4733884706245632e-01
-3.8820918559080915e+00
8.6089997502144344e-01
-3.7869286301252136e-01
-4.6123914912614143e+00
8.6089997502144344e-01
-3.7869286301252136e-01
-4.6123914912614143e+00
7.1561683728465675e-01
-2.3344577260371727e-01
-3.4765074901785122e+00
-5.9725282048027262e-01
-1.9964688013877338e-01
-3.2509775032067076e+00
7.9963883743532826e-01
-2.3066729793058413e-01
-3.3585588917882609e+00
3.4848491519424907e-01
-3.2613937431168882e-01
-3.5843110366206656e+00
-2.4028405003564504e-01
-1.4342509696469283e-01
-2.7718791912209166e+00
-4.0871601911743793e-01
1.4101098505313368e+00
-3.5533548353363269e+00
1.4274733179780774e+00
1.4164882282861153e+00
-4.9893313169565374e+00
-8.4509200000267326e-01
9.9408675899804330e-02
-3.8172136232020959e+00
1.7322436045015726e+00
1.3348909653486316e-01
-4.7772637390578083e+00
1.9314058015326605e+00
7.0036703837497620e-03
-6.4861709365562108e+00
-1.2021288484448180e+00
-2.2191845958843503e-02
-3.7758775181204105e+00
-8.2710898383597409e-01
-1.9378703423172183e-01
-4.5969851960414614e+00
-8.3063866656854346e-01
-2.7867470026426439e-01
-4.7593485716268287e+00
2.9571280699589027e-02
-3.1934600431503429e-01
-4.7502154378234351e+00
3.4457208651672067e-02
-2.1891019858071589e-01
-3.6984793115449004e+00
7.1947871785698481e-01
-2.6046570125229157e-01
-3.4384212798872160e+00
3.1807533103617314e-01
-3.0328262860934696e-01
-3.2906955569387817e+00
-5.3308191610498301e-01
1.4010340997576647e+00
-3.4917995024676949e+00
-5.3308191610498301e-01
